,clearing_price,clearing_quantity,unresponsive_loads,slack_t-1
2016-07-01 00:00:00,19.35,88.0,0.0,6.58991
2016-07-01 00:05:00,19.35,88.0,-0.0,22.083599999999997
2016-07-01 00:10:00,19.35,88.0,-0.0,22.073
2016-07-01 00:15:00,19.35,84.556,-0.0,19.1154
2016-07-01 00:20:00,19.35,68.0,-0.0,19.1154
2016-07-01 00:25:00,19.35,68.0,-0.0,16.1118
2016-07-01 00:30:00,19.35,68.0,-0.0,19.060299999999998
2016-07-01 00:35:00,19.35,68.0,-0.0,16.1118
2016-07-01 00:40:00,19.35,48.0,-0.0,22.464
2016-07-01 00:45:00,19.35,47.945,-0.0,13.1127
2016-07-01 00:50:00,19.35,34.0,-0.0,13.1127
2016-07-01 00:55:00,19.35,34.0,-0.0,10.1069
2016-07-01 01:00:00,17.93,20.0,-0.0,10.1069
2016-07-01 01:05:00,17.93,15.89,-0.0,7.10081
2016-07-01 01:10:00,17.93,10.0,-0.0,7.10081
2016-07-01 01:15:00,17.93,10.0,-0.0,7.02494
2016-07-01 01:20:00,17.93,10.0,-0.0,4.09924
2016-07-01 01:25:00,17.93,10.0,-0.0,4.09924
2016-07-01 01:30:00,17.93,10.0,-0.0,4.09924
2016-07-01 01:35:00,17.93,10.0,-0.0,7.01183
2016-07-01 01:40:00,17.93,10.0,-0.0,4.09924
2016-07-01 01:45:00,17.93,10.0,-0.0,4.09924
2016-07-01 01:50:00,17.93,10.0,-0.0,4.09924
2016-07-01 01:55:00,17.93,10.0,-0.0,4.09924
2016-07-01 02:00:00,16.78,10.0,-0.0,4.09924
2016-07-01 02:05:00,16.78,0.0,-0.0,4.09924
2016-07-01 02:10:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:15:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:20:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:25:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:30:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:35:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:40:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:45:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:50:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 02:55:00,16.78,0.0,0.0,1.0964200000000002
2016-07-01 03:00:00,15.82,23.4,0.0,1.0964200000000002
2016-07-01 03:05:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:10:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:15:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:20:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:25:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:30:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:35:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:40:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:45:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:50:00,15.82,23.4,-0.0,19.1154
2016-07-01 03:55:00,15.82,23.4,-0.0,19.1154
2016-07-01 04:00:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:05:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:10:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:15:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:20:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:25:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:30:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:35:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:40:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:45:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:50:00,15.94,23.4,-0.0,19.1154
2016-07-01 04:55:00,15.94,23.4,-0.0,19.1154
2016-07-01 05:00:00,17.57,0.0,-0.0,19.1154
2016-07-01 05:05:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:10:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:15:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:20:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:25:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:30:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:35:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:40:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:45:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:50:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 05:55:00,17.57,0.0,0.0,1.0964200000000002
2016-07-01 06:00:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:05:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:10:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:15:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:20:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:25:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:30:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:35:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:40:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:45:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:50:00,18.42,0.0,0.0,1.0964200000000002
2016-07-01 06:55:00,15.94,0.009,0.0,1.08728
2016-07-01 07:00:00,15.94,0.049,0.0,1.04838
2016-07-01 07:05:00,15.94,0.129,0.0,0.967018
2016-07-01 07:10:00,15.94,0.226,0.0,0.870633
2016-07-01 07:15:00,15.94,0.326,0.0,0.770437
2016-07-01 07:20:00,15.94,0.436,0.0,0.659926
2016-07-01 07:25:00,15.94,0.554,0.0,0.5425449999999999
2016-07-01 07:30:00,15.94,0.678,0.0,0.418576
2016-07-01 07:35:00,15.94,0.808,0.0,0.28830399999999995
2016-07-01 07:40:00,15.94,0.944,0.0,0.15201499999999998
2016-07-01 07:45:00,15.94,1.086,0.0,0.010001300000000001
2016-07-01 07:50:00,15.94,1.235,0.0,-0.13744399999999998
2016-07-01 07:55:00,15.94,1.386,0.0,-0.290019
2016-07-01 08:00:00,15.94,1.544,0.0,-0.44741899999999996
2016-07-01 08:05:00,15.94,1.707,0.0,-0.610768
2016-07-01 08:10:00,15.94,1.875,0.0,-0.777412
2016-07-01 08:15:00,15.94,2.044,0.0,-0.946866
2016-07-01 08:20:00,15.94,2.217,0.0,-1.1191099999999998
2016-07-01 08:25:00,15.94,2.391,0.0,-1.2941099999999999
2016-07-01 08:30:00,15.94,2.57,0.0,-1.47182
2016-07-01 08:35:00,15.94,2.749,0.0,-1.65218
2016-07-01 08:40:00,15.94,2.932,0.0,-1.8351099999999998
2016-07-01 08:45:00,15.94,3.117,0.0,-2.02053
2016-07-01 08:50:00,15.94,3.309,0.0,0.625087
2016-07-01 08:55:00,15.94,3.533,0.0,3.68621
2016-07-01 09:00:00,15.94,3.717,0.0,-2.62103
2016-07-01 09:05:00,15.94,3.939,0.0,-2.8409299999999997
2016-07-01 09:10:00,15.94,4.174,0.0,5.633979999999999
2016-07-01 09:15:00,15.94,4.402,0.0,7.900720000000001
2016-07-01 09:20:00,15.94,4.615,-0.0,-0.34351
2016-07-01 09:25:00,15.94,4.834,0.0,1.43967
2016-07-01 09:30:00,15.94,5.046,0.0,5.4202200000000005
2016-07-01 09:35:00,15.94,5.246,0.0,-2.01761
2016-07-01 09:40:00,15.94,5.438,0.0,-1.03956
2016-07-01 09:45:00,15.94,5.617,0.0,6.86557
2016-07-01 09:50:00,15.94,5.801,0.0,4.52258
2016-07-01 09:55:00,0.0,4.213,0.0,-2.69157
2016-07-01 10:00:00,0.0,2.182,0.0,7.49079
2016-07-01 10:05:00,0.0,0.192,-0.0,-0.0777
2016-07-01 10:10:00,0.0,0.0,-0.0,-2.20033
2016-07-01 10:15:00,0.0,0.0,0.0,9.62581
2016-07-01 10:20:00,0.0,0.0,-0.0,-5.5216400000000005
2016-07-01 10:25:00,0.0,0.0,0.0,0.6668569999999999
2016-07-01 10:30:00,0.0,0.0,-0.0,-2.77727
2016-07-01 10:35:00,0.0,0.0,-0.0,-5.7732600000000005
2016-07-01 10:40:00,0.0,0.0,0.0,6.32151
2016-07-01 10:45:00,0.0,0.0,-0.0,-5.8925600000000005
2016-07-01 10:50:00,0.0,0.0,0.0,6.234970000000001
2016-07-01 10:55:00,0.0,0.0,-0.0,-3.0394
2016-07-01 11:00:00,0.0,0.0,0.0,-0.129691
2016-07-01 11:05:00,0.0,0.0,0.0,3.3090100000000002
2016-07-01 11:10:00,0.0,0.0,0.0,-0.045570900000000004
2016-07-01 11:15:00,0.0,0.0,0.0,3.42103
2016-07-01 11:20:00,0.0,0.0,-0.0,-2.90163
2016-07-01 11:25:00,0.0,0.0,0.0,3.5324899999999997
2016-07-01 11:30:00,0.0,0.0,0.0,0.150832
2016-07-01 11:35:00,0.0,0.0,0.0,0.65255
2016-07-01 11:40:00,0.0,0.0,0.0,0.233016
2016-07-01 11:45:00,0.0,0.0,-0.0,-5.70838
2016-07-01 11:50:00,0.0,0.0,0.0,6.26806
2016-07-01 11:55:00,0.0,0.0,-0.0,-5.67892
2016-07-01 12:00:00,0.0,0.0,0.0,6.78769
2016-07-01 12:05:00,0.0,0.0,-0.0,-2.7121500000000003
2016-07-01 12:10:00,0.0,0.0,0.0,6.742100000000001
2016-07-01 12:15:00,0.0,0.0,0.0,0.22500499999999998
2016-07-01 12:20:00,0.0,0.0,0.0,3.68306
2016-07-01 12:25:00,0.0,0.0,0.0,0.17684
2016-07-01 12:30:00,0.0,0.0,0.0,0.6342960000000001
2016-07-01 12:35:00,0.0,0.0,0.0,6.1980699999999995
2016-07-01 12:40:00,0.0,0.0,0.0,0.615414
2016-07-01 12:45:00,0.0,0.0,0.0,3.16466
2016-07-01 12:50:00,0.0,0.0,-0.0,-2.87927
2016-07-01 12:55:00,0.0,0.0,0.0,3.18865
2016-07-01 13:00:00,0.0,0.0,-0.0,-2.87133
2016-07-01 13:05:00,0.0,0.0,0.0,0.656434
2016-07-01 13:10:00,0.0,0.0,0.0,3.2415599999999998
2016-07-01 13:15:00,0.0,0.0,0.0,0.700277
2016-07-01 13:20:00,0.0,0.0,0.0,0.258672
2016-07-01 13:25:00,0.0,0.0,0.0,3.80775
2016-07-01 13:30:00,0.0,0.0,0.0,0.316384
2016-07-01 13:35:00,0.0,0.0,0.0,3.3945100000000004
2016-07-01 13:40:00,0.0,0.0,-0.0,-5.69606
2016-07-01 13:45:00,0.0,0.0,0.0,6.49709
2016-07-01 13:50:00,0.0,0.0,-0.0,-2.11864
2016-07-01 13:55:00,0.0,0.0,0.0,6.56179
2016-07-01 14:00:00,0.0,0.0,-0.0,-2.04162
2016-07-01 14:05:00,0.0,0.0,0.0,6.637029999999999
2016-07-01 14:10:00,0.0,0.0,0.0,1.08856
2016-07-01 14:15:00,0.0,0.0,0.0,3.68028
2016-07-01 14:20:00,0.0,0.0,0.0,1.1937200000000001
2016-07-01 14:25:00,0.0,0.0,-0.0,-2.26655
2016-07-01 14:30:00,0.0,0.0,0.0,4.279520000000001
2016-07-01 14:35:00,0.0,0.0,-0.0,-5.2186
2016-07-01 14:40:00,0.0,0.0,0.0,10.3805
2016-07-01 14:45:00,0.0,0.0,-0.0,-5.1500900000000005
2016-07-01 14:50:00,0.0,0.0,0.0,6.96336
2016-07-01 14:55:00,0.0,0.0,-0.0,-2.05498
2016-07-01 15:00:00,0.0,0.0,0.0,7.04894
2016-07-01 15:05:00,0.0,0.0,-0.0,-1.99015
2016-07-01 15:10:00,0.0,0.0,0.0,4.09163
2016-07-01 15:15:00,0.0,0.0,-0.0,-1.9284700000000001
2016-07-01 15:20:00,0.0,0.0,0.0,4.21558
2016-07-01 15:25:00,0.0,0.0,0.0,4.7694399999999995
2016-07-01 15:30:00,0.0,0.0,0.0,1.34468
2016-07-01 15:35:00,0.0,0.0,0.0,8.0246
2016-07-01 15:40:00,0.0,0.0,-0.0,-1.5226199999999999
2016-07-01 15:45:00,0.0,0.0,0.0,5.20911
2016-07-01 15:50:00,0.0,0.0,-0.0,-1.2780799999999999
2016-07-01 15:55:00,0.0,0.0,0.0,8.55751
2016-07-01 16:00:00,0.0,0.0,0.0,2.06125
2016-07-01 16:05:00,0.0,0.0,0.0,5.74695
2016-07-01 16:10:00,0.0,0.0,0.0,2.2962800000000003
2016-07-01 16:15:00,0.0,0.0,0.0,5.9865900000000005
2016-07-01 16:20:00,0.0,0.0,0.0,5.6260200000000005
2016-07-01 16:25:00,0.0,0.0,0.0,3.15494
2016-07-01 16:30:00,0.0,0.0,0.0,5.8788599999999995
2016-07-01 16:35:00,53.05,14.0,0.0,3.40348
2016-07-01 16:40:00,53.05,14.0,0.0,3.1415
2016-07-01 16:45:00,53.05,14.0,0.0,3.78504
2016-07-01 16:50:00,53.05,14.0,-0.0,0.338189
2016-07-01 16:55:00,53.05,14.0,0.0,4.07005
2016-07-01 17:00:00,36.82,14.0,-0.0,0.662802
2016-07-01 17:05:00,36.82,14.0,0.0,13.5101
2016-07-01 17:10:00,36.82,24.0,-0.0,7.08763
2016-07-01 17:15:00,36.82,24.0,-0.0,16.9351
2016-07-01 17:20:00,36.82,24.0,-0.0,10.51
2016-07-01 17:25:00,36.82,24.0,-0.0,13.8215
2016-07-01 17:30:00,36.82,24.0,-0.0,7.89657
2016-07-01 17:35:00,36.82,24.0,-0.0,17.3135
2016-07-01 17:40:00,36.82,24.0,-0.0,8.35229
2016-07-01 17:45:00,36.82,24.0,-0.0,11.4809
2016-07-01 17:50:00,36.82,24.0,-0.0,12.023700000000002
2016-07-01 17:55:00,36.82,24.0,-0.0,11.6081
2016-07-01 18:00:00,31.26,44.0,-0.0,12.1474
2016-07-01 18:05:00,31.26,44.0,-0.0,17.794
2016-07-01 18:10:00,31.26,54.0,-0.0,18.3315
2016-07-01 18:15:00,31.26,54.0,-0.0,17.8541
2016-07-01 18:20:00,31.26,54.0,-0.0,24.5263
2016-07-01 18:25:00,31.26,40.0,-0.0,17.7417
2016-07-01 18:30:00,31.26,40.0,-0.0,14.764
2016-07-01 18:35:00,31.26,40.0,-0.0,14.867899999999999
2016-07-01 18:40:00,31.26,40.0,-0.0,14.9571
2016-07-01 18:45:00,31.26,40.0,-0.0,18.6546
2016-07-01 18:50:00,31.26,40.0,-0.0,15.2241
2016-07-01 18:55:00,31.26,60.0,-0.0,18.9855
2016-07-01 19:00:00,29.71,60.0,-0.0,18.648
2016-07-01 19:05:00,29.71,60.0,-0.0,22.5482
2016-07-01 19:10:00,29.71,60.0,-0.0,21.0523
2016-07-01 19:15:00,29.71,60.0,-0.0,18.0132
2016-07-01 19:20:00,29.71,63.308,-0.0,18.048299999999998
2016-07-01 19:25:00,29.71,54.0,-0.0,18.0285
2016-07-01 19:30:00,29.71,54.0,-0.0,18.5865
2016-07-01 19:35:00,29.71,54.0,-0.0,15.095799999999999
2016-07-01 19:40:00,29.71,54.0,-0.0,18.1847
2016-07-01 19:45:00,29.71,54.0,-0.0,18.2167
2016-07-01 19:50:00,29.71,54.0,-0.0,18.2729
2016-07-01 19:55:00,29.71,54.0,-0.0,18.2908
2016-07-01 20:00:00,27.07,52.446,-0.0,15.299700000000001
2016-07-01 20:05:00,27.07,41.958,-0.0,18.4174
2016-07-01 20:10:00,27.07,24.0,-0.0,12.4285
2016-07-01 20:15:00,27.07,24.0,-0.0,6.48254
2016-07-01 20:20:00,27.07,24.0,-0.0,9.56482
2016-07-01 20:25:00,27.07,24.0,-0.0,9.62896
2016-07-01 20:30:00,27.07,24.0,-0.0,9.68102
2016-07-01 20:35:00,27.07,24.0,-0.0,9.73439
2016-07-01 20:40:00,27.07,24.0,-0.0,6.80491
2016-07-01 20:45:00,27.07,24.0,-0.0,6.85661
2016-07-01 20:50:00,27.07,24.0,-0.0,9.874979999999999
2016-07-01 20:55:00,27.07,24.0,-0.0,6.94724
2016-07-01 21:00:00,24.98,24.0,-0.0,6.98607
2016-07-01 21:05:00,24.98,24.0,-0.0,9.97283
2016-07-01 21:10:00,24.98,24.0,-0.0,9.977219999999999
2016-07-01 21:15:00,24.98,14.0,-0.0,7.03241
2016-07-01 21:20:00,24.98,14.0,-0.0,4.04063
2016-07-01 21:25:00,24.98,14.0,-0.0,4.0502199999999995
2016-07-01 21:30:00,24.98,14.0,-0.0,7.00638
2016-07-01 21:35:00,20.7644,0.031,-0.0,4.0673200000000005
2016-07-01 21:40:00,20.7644,0.024,0.0,1.07253
2016-07-01 21:45:00,20.7644,0.016,0.0,1.07933
2016-07-01 21:50:00,20.7644,0.011,0.0,4.03243
2016-07-01 21:55:00,20.7644,0.006,0.0,1.0908499999999999
2016-07-01 22:00:00,20.7644,0.0,0.0,1.0955599999999999
2016-07-01 22:05:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:10:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:15:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:20:00,23.17,0.0,0.0,6.93607
2016-07-01 22:25:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:30:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:35:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:40:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:45:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:50:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 22:55:00,23.17,0.0,0.0,1.0964200000000002
2016-07-01 23:00:00,20.34,1.116,0.0,1.0964200000000002
2016-07-01 23:05:00,20.34,0.0,0.0,2.2129499999999998
2016-07-01 23:10:00,20.34,0.0,0.0,1.0964200000000002
2016-07-01 23:15:00,20.34,0.0,0.0,1.0964200000000002
2016-07-01 23:20:00,20.34,0.0,0.0,1.0964200000000002
2016-07-01 23:25:00,20.34,0.0,0.0,1.0964200000000002
2016-07-01 23:30:00,20.34,0.0,0.0,1.0964200000000002
2016-07-01 23:35:00,20.34,0.0,0.0,3.99365
2016-07-01 23:40:00,20.34,0.0,0.0,1.0964200000000002
2016-07-01 23:45:00,20.34,0.0,0.0,1.0964200000000002
2016-07-01 23:50:00,20.34,0.0,0.0,1.0964200000000002
2016-07-01 23:55:00,20.34,0.0,0.0,1.0964200000000002
2016-07-02 00:00:00,19.38,5.508,0.0,1.0964200000000002
