,timedate,soc_rel
0,2016-07-01 00:00:00,0.2
1,2016-07-01 00:05:00,0.224507
2,2016-07-01 00:10:00,0.230634
3,2016-07-01 00:15:00,0.255142
4,2016-07-01 00:20:00,0.261269
5,2016-07-01 00:25:00,0.261269
6,2016-07-01 00:30:00,0.261269
7,2016-07-01 00:35:00,0.261269
8,2016-07-01 00:40:00,0.261269
9,2016-07-01 00:45:00,0.261269
10,2016-07-01 00:50:00,0.261269
11,2016-07-01 00:55:00,0.261269
12,2016-07-01 01:00:00,0.261269
13,2016-07-01 01:05:00,0.285776
14,2016-07-01 01:10:00,0.31641
15,2016-07-01 01:15:00,0.347045
16,2016-07-01 01:20:00,0.377679
17,2016-07-01 01:25:00,0.408313
18,2016-07-01 01:30:00,0.438948
19,2016-07-01 01:35:00,0.469582
20,2016-07-01 01:40:00,0.500216
21,2016-07-01 01:45:00,0.53085
22,2016-07-01 01:50:00,0.561485
23,2016-07-01 01:55:00,0.592119
24,2016-07-01 02:00:00,0.622753
25,2016-07-01 02:05:00,0.653388
26,2016-07-01 02:10:00,0.683362
27,2016-07-01 02:15:00,0.711274
28,2016-07-01 02:20:00,0.736921
29,2016-07-01 02:25:00,0.760455
30,2016-07-01 02:30:00,0.782023
31,2016-07-01 02:35:00,0.80177
32,2016-07-01 02:40:00,0.819831
33,2016-07-01 02:45:00,0.836333
34,2016-07-01 02:50:00,0.851397
35,2016-07-01 02:55:00,0.865137
36,2016-07-01 03:00:00,0.877659
37,2016-07-01 03:05:00,0.889062
38,2016-07-01 03:10:00,0.899439
39,2016-07-01 03:15:00,0.908876
40,2016-07-01 03:20:00,0.917454
41,2016-07-01 03:25:00,0.925245
42,2016-07-01 03:30:00,0.932319
43,2016-07-01 03:35:00,0.938738
44,2016-07-01 03:40:00,0.944561
45,2016-07-01 03:45:00,0.94984
46,2016-07-01 03:50:00,0.954625
47,2016-07-01 03:55:00,0.958961
48,2016-07-01 04:00:00,0.962888
49,2016-07-01 04:05:00,0.966443
50,2016-07-01 04:10:00,0.969662
51,2016-07-01 04:15:00,0.972576
52,2016-07-01 04:20:00,0.975212
53,2016-07-01 04:25:00,0.977597
54,2016-07-01 04:30:00,0.979754
55,2016-07-01 04:35:00,0.981705
56,2016-07-01 04:40:00,0.983469
57,2016-07-01 04:45:00,0.985064
58,2016-07-01 04:50:00,0.986506
59,2016-07-01 04:55:00,0.98781
60,2016-07-01 05:00:00,0.988988
61,2016-07-01 05:05:00,0.990052
62,2016-07-01 05:10:00,0.991014
63,2016-07-01 05:15:00,0.991883
64,2016-07-01 05:20:00,0.992669
65,2016-07-01 05:25:00,0.993378
66,2016-07-01 05:30:00,0.99402
67,2016-07-01 05:35:00,0.994599
68,2016-07-01 05:40:00,0.995122
69,2016-07-01 05:45:00,0.995594
70,2016-07-01 05:50:00,0.996021
71,2016-07-01 05:55:00,0.996407
72,2016-07-01 06:00:00,0.996755
73,2016-07-01 06:05:00,0.99707
74,2016-07-01 06:10:00,0.997354
75,2016-07-01 06:15:00,0.99761
76,2016-07-01 06:20:00,0.997842
77,2016-07-01 06:25:00,0.998051
78,2016-07-01 06:30:00,0.99824
79,2016-07-01 06:35:00,0.998411
80,2016-07-01 06:40:00,0.998565
81,2016-07-01 06:45:00,0.998704
82,2016-07-01 06:50:00,0.99883
83,2016-07-01 06:55:00,0.998943
84,2016-07-01 07:00:00,0.999046
85,2016-07-01 07:05:00,0.999139
86,2016-07-01 07:10:00,0.999222
87,2016-07-01 07:15:00,0.999298
88,2016-07-01 07:20:00,0.999366
89,2016-07-01 07:25:00,0.999427
90,2016-07-01 07:30:00,0.999483
91,2016-07-01 07:35:00,0.999533
92,2016-07-01 07:40:00,0.999578
93,2016-07-01 07:45:00,0.999619
94,2016-07-01 07:50:00,0.999656
95,2016-07-01 07:55:00,0.99969
96,2016-07-01 08:00:00,0.99972
97,2016-07-01 08:05:00,0.999747
98,2016-07-01 08:10:00,0.999771
99,2016-07-01 08:15:00,0.999794
100,2016-07-01 08:20:00,0.999814
101,2016-07-01 08:25:00,0.999832
102,2016-07-01 08:30:00,0.999848
103,2016-07-01 08:35:00,0.999863
104,2016-07-01 08:40:00,0.999876
105,2016-07-01 08:45:00,0.999888
106,2016-07-01 08:50:00,0.999899
107,2016-07-01 08:55:00,0.999909
108,2016-07-01 09:00:00,0.999917
109,2016-07-01 09:05:00,0.999926
110,2016-07-01 09:10:00,0.999933
111,2016-07-01 09:15:00,0.999939
112,2016-07-01 09:20:00,0.999945
113,2016-07-01 09:25:00,0.99995
114,2016-07-01 09:30:00,0.999955
115,2016-07-01 09:35:00,0.99996
116,2016-07-01 09:40:00,0.999964
117,2016-07-01 09:45:00,0.999967
118,2016-07-01 09:50:00,0.99997
119,2016-07-01 09:55:00,0.999973
120,2016-07-01 10:00:00,0.999976
121,2016-07-01 10:05:00,0.999978
122,2016-07-01 10:10:00,0.99998
123,2016-07-01 10:15:00,0.999982
124,2016-07-01 10:20:00,0.999984
125,2016-07-01 10:25:00,0.999985
126,2016-07-01 10:30:00,0.999987
127,2016-07-01 10:35:00,0.999988
128,2016-07-01 10:40:00,0.999989
129,2016-07-01 10:45:00,0.99999
130,2016-07-01 10:50:00,0.999991
131,2016-07-01 10:55:00,0.999992
132,2016-07-01 11:00:00,0.999993
133,2016-07-01 11:05:00,0.999994
134,2016-07-01 11:10:00,0.999994
135,2016-07-01 11:15:00,0.999995
136,2016-07-01 11:20:00,0.999995
137,2016-07-01 11:25:00,0.999996
138,2016-07-01 11:30:00,0.999996
139,2016-07-01 11:35:00,0.999997
140,2016-07-01 11:40:00,0.999997
141,2016-07-01 11:45:00,0.999997
142,2016-07-01 11:50:00,0.999998
143,2016-07-01 11:55:00,0.999998
144,2016-07-01 12:00:00,0.999998
145,2016-07-01 12:05:00,0.999998
146,2016-07-01 12:10:00,0.999998
147,2016-07-01 12:15:00,0.999998
148,2016-07-01 12:20:00,0.999999
149,2016-07-01 12:25:00,0.999999
150,2016-07-01 12:30:00,0.999999
151,2016-07-01 12:35:00,0.999999
152,2016-07-01 12:40:00,0.999999
153,2016-07-01 12:45:00,0.999999
154,2016-07-01 12:50:00,0.999999
155,2016-07-01 12:55:00,0.999999
156,2016-07-01 13:00:00,0.999999
157,2016-07-01 13:05:00,1.0
158,2016-07-01 13:10:00,1.0
159,2016-07-01 13:15:00,1.0
160,2016-07-01 13:20:00,1.0
161,2016-07-01 13:25:00,1.0
162,2016-07-01 13:30:00,1.0
163,2016-07-01 13:35:00,1.0
164,2016-07-01 13:40:00,1.0
165,2016-07-01 13:45:00,1.0
166,2016-07-01 13:50:00,1.0
167,2016-07-01 13:55:00,1.0
168,2016-07-01 14:00:00,1.0
169,2016-07-01 14:05:00,1.0
170,2016-07-01 14:10:00,1.0
171,2016-07-01 14:15:00,1.0
172,2016-07-01 14:20:00,1.0
173,2016-07-01 14:25:00,1.0
174,2016-07-01 14:30:00,1.0
175,2016-07-01 14:35:00,1.0
176,2016-07-01 14:40:00,1.0
177,2016-07-01 14:45:00,1.0
178,2016-07-01 14:50:00,1.0
179,2016-07-01 14:55:00,1.0
180,2016-07-01 15:00:00,1.0
181,2016-07-01 15:05:00,1.0
182,2016-07-01 15:10:00,1.0
183,2016-07-01 15:15:00,1.0
184,2016-07-01 15:20:00,1.0
185,2016-07-01 15:25:00,1.0
186,2016-07-01 15:30:00,1.0
187,2016-07-01 15:35:00,1.0
188,2016-07-01 15:40:00,1.0
189,2016-07-01 15:45:00,1.0
190,2016-07-01 15:50:00,1.0
191,2016-07-01 15:55:00,1.0
192,2016-07-01 16:00:00,1.0
193,2016-07-01 16:05:00,1.0
194,2016-07-01 16:10:00,1.0
195,2016-07-01 16:15:00,1.0
196,2016-07-01 16:20:00,1.0
197,2016-07-01 16:25:00,1.0
198,2016-07-01 16:30:00,1.0
199,2016-07-01 16:35:00,1.0
200,2016-07-01 16:40:00,1.0
201,2016-07-01 16:45:00,1.0
202,2016-07-01 16:50:00,1.0
203,2016-07-01 16:55:00,1.0
204,2016-07-01 17:00:00,1.0
205,2016-07-01 17:05:00,1.0
206,2016-07-01 17:10:00,1.0
207,2016-07-01 17:15:00,1.0
208,2016-07-01 17:20:00,1.0
209,2016-07-01 17:25:00,1.0
210,2016-07-01 17:30:00,1.0
211,2016-07-01 17:35:00,1.0
212,2016-07-01 17:40:00,1.0
213,2016-07-01 17:45:00,1.0
214,2016-07-01 17:50:00,1.0
215,2016-07-01 17:55:00,1.0
216,2016-07-01 18:00:00,1.0
217,2016-07-01 18:05:00,1.0
218,2016-07-01 18:10:00,1.0
219,2016-07-01 18:15:00,1.0
220,2016-07-01 18:20:00,1.0
221,2016-07-01 18:25:00,1.0
222,2016-07-01 18:30:00,1.0
223,2016-07-01 18:35:00,1.0
224,2016-07-01 18:40:00,1.0
225,2016-07-01 18:45:00,1.0
226,2016-07-01 18:50:00,1.0
227,2016-07-01 18:55:00,1.0
228,2016-07-01 19:00:00,1.0
229,2016-07-01 19:05:00,1.0
230,2016-07-01 19:10:00,1.0
231,2016-07-01 19:15:00,1.0
232,2016-07-01 19:20:00,1.0
233,2016-07-01 19:25:00,1.0
234,2016-07-01 19:30:00,1.0
235,2016-07-01 19:35:00,1.0
236,2016-07-01 19:40:00,1.0
237,2016-07-01 19:45:00,1.0
238,2016-07-01 19:50:00,1.0
239,2016-07-01 19:55:00,1.0
240,2016-07-01 20:00:00,1.0
241,2016-07-01 20:05:00,1.0
242,2016-07-01 20:10:00,1.0
243,2016-07-01 20:15:00,1.0
244,2016-07-01 20:20:00,1.0
245,2016-07-01 20:25:00,1.0
246,2016-07-01 20:30:00,1.0
247,2016-07-01 20:35:00,1.0
248,2016-07-01 20:40:00,1.0
249,2016-07-01 20:45:00,1.0
250,2016-07-01 20:50:00,1.0
251,2016-07-01 20:55:00,1.0
252,2016-07-01 21:00:00,1.0
253,2016-07-01 21:05:00,1.0
254,2016-07-01 21:10:00,1.0
255,2016-07-01 21:15:00,1.0
256,2016-07-01 21:20:00,1.0
257,2016-07-01 21:25:00,1.0
258,2016-07-01 21:30:00,1.0
259,2016-07-01 21:35:00,1.0
260,2016-07-01 21:40:00,1.0
261,2016-07-01 21:45:00,1.0
262,2016-07-01 21:50:00,1.0
263,2016-07-01 21:55:00,1.0
264,2016-07-01 22:00:00,1.0
265,2016-07-01 22:05:00,1.0
266,2016-07-01 22:10:00,1.0
267,2016-07-01 22:15:00,1.0
268,2016-07-01 22:20:00,1.0
269,2016-07-01 22:25:00,1.0
270,2016-07-01 22:30:00,1.0
271,2016-07-01 22:35:00,1.0
272,2016-07-01 22:40:00,1.0
273,2016-07-01 22:45:00,1.0
274,2016-07-01 22:50:00,1.0
275,2016-07-01 22:55:00,1.0
276,2016-07-01 23:00:00,1.0
277,2016-07-01 23:05:00,1.0
278,2016-07-01 23:10:00,1.0
279,2016-07-01 23:15:00,1.0
280,2016-07-01 23:20:00,1.0
281,2016-07-01 23:25:00,1.0
282,2016-07-01 23:30:00,1.0
283,2016-07-01 23:35:00,1.0
284,2016-07-01 23:40:00,1.0
285,2016-07-01 23:45:00,1.0
286,2016-07-01 23:50:00,1.0
287,2016-07-01 23:55:00,1.0
288,2016-07-02 00:00:00,1.0
