,timedate,operating_mode,capacity,unresp_load,p_cleared,q_cleared,tie_break
0,2016-07-01 00:00:00,normal,1250.0,0.0,19.5,16.971,1.0
1,2016-07-01 00:05:00,normal,1250.0,0.0,19.5,16.958,1.0
2,2016-07-01 00:10:00,normal,1250.0,0.0,19.5,16.945,1.0
3,2016-07-01 00:15:00,normal,1250.0,0.0,19.93,0.0,1.0
4,2016-07-01 00:20:00,normal,1250.0,0.0,19.93,0.0,1.0
5,2016-07-01 00:25:00,normal,1250.0,0.0,19.93,16.897,1.0
6,2016-07-01 00:30:00,normal,1250.0,0.0,19.88,11.405,1.0
7,2016-07-01 00:35:00,normal,1250.0,0.0,19.88,5.47,1.0
8,2016-07-01 00:40:00,normal,1250.0,0.0,19.88,11.384,1.0
9,2016-07-01 00:45:00,normal,1250.0,0.0,19.72,20.488,1.0
10,2016-07-01 00:50:00,normal,1250.0,0.0,19.72,32.441,1.0
11,2016-07-01 00:55:00,normal,1250.0,0.0,19.72,16.798,1.0
12,2016-07-01 01:00:00,normal,1250.0,0.0,19.45,16.785,1.0
13,2016-07-01 01:05:00,normal,1250.0,0.0,19.45,23.516,1.0
14,2016-07-01 01:10:00,normal,1250.0,0.0,19.45,29.198,1.0
15,2016-07-01 01:15:00,normal,1250.0,0.0,19.09,16.736,1.0
16,2016-07-01 01:20:00,normal,1250.0,0.0,19.09,16.718,1.0
17,2016-07-01 01:25:00,normal,1250.0,0.0,19.09,32.722,1.0
18,2016-07-01 01:30:00,normal,1250.0,0.0,18.54,19.784,1.0
19,2016-07-01 01:35:00,normal,1250.0,0.0,18.54,16.669,1.0
20,2016-07-01 01:40:00,normal,1250.0,0.0,18.54,23.351,1.0
21,2016-07-01 01:45:00,normal,1250.0,0.0,18.16,28.986,1.0
22,2016-07-01 01:50:00,normal,1250.0,0.0,18.16,16.62,1.0
23,2016-07-01 01:55:00,normal,1250.0,0.0,18.16,16.607,1.0
24,2016-07-01 02:00:00,normal,1250.0,0.0,17.81,32.481,1.0
25,2016-07-01 02:05:00,normal,1250.0,0.0,17.81,19.647,1.0
26,2016-07-01 02:10:00,normal,1250.0,0.0,17.81,16.557,1.0
27,2016-07-01 02:15:00,normal,1250.0,0.0,17.5,23.18,1.0
28,2016-07-01 02:20:00,normal,1250.0,0.0,17.5,28.769,1.0
29,2016-07-01 02:25:00,normal,1250.0,0.0,17.5,16.508,1.0
30,2016-07-01 02:30:00,normal,1250.0,0.0,17.34,20.053,1.0
31,2016-07-01 02:35:00,normal,1250.0,0.0,17.34,28.676,1.0
32,2016-07-01 02:40:00,normal,1250.0,0.0,17.34,19.506,1.0
33,2016-07-01 02:45:00,normal,1250.0,0.0,17.04,16.44,1.0
34,2016-07-01 02:50:00,normal,1250.0,0.0,17.04,26.049,1.0
35,2016-07-01 02:55:00,normal,1250.0,0.0,17.04,25.517,1.0
36,2016-07-01 03:00:00,normal,1250.0,0.0,16.79,16.391,1.0
37,2016-07-01 03:05:00,normal,1250.0,0.0,16.79,22.936,1.0
38,2016-07-01 03:10:00,normal,1250.0,0.0,16.79,28.459,1.0
39,2016-07-01 03:15:00,normal,1250.0,0.0,16.61,16.341,1.0
40,2016-07-01 03:20:00,normal,1250.0,0.0,16.61,19.845,1.0
41,2016-07-01 03:25:00,normal,1250.0,0.0,16.61,28.365,1.0
42,2016-07-01 03:30:00,normal,1250.0,0.0,16.45,19.299,1.0
43,2016-07-01 03:35:00,normal,1250.0,0.0,16.45,16.274,1.0
44,2016-07-01 03:40:00,normal,1250.0,0.0,16.45,25.768,1.0
45,2016-07-01 03:45:00,normal,1250.0,0.0,16.3,25.24,1.0
46,2016-07-01 03:50:00,normal,1250.0,0.0,16.3,16.219,1.0
47,2016-07-01 03:55:00,normal,1250.0,0.0,16.3,25.684,1.0
48,2016-07-01 04:00:00,normal,1250.0,0.0,16.28,25.157,1.0
49,2016-07-01 04:05:00,normal,1250.0,0.0,16.28,16.169,1.0
50,2016-07-01 04:10:00,normal,1250.0,0.0,16.28,22.609,1.0
51,2016-07-01 04:15:00,normal,1250.0,0.0,16.28,28.038,1.0
52,2016-07-01 04:20:00,normal,1250.0,0.0,16.28,16.108,1.0
53,2016-07-01 04:25:00,normal,1250.0,0.0,16.28,22.524,1.0
54,2016-07-01 04:30:00,normal,1250.0,0.0,16.19,24.974,1.0
55,2016-07-01 04:35:00,normal,1250.0,0.0,16.19,19.02,1.0
56,2016-07-01 04:40:00,normal,1250.0,0.0,16.19,19.492,1.0
57,2016-07-01 04:45:00,normal,1250.0,0.0,16.11,27.847,1.0
58,2016-07-01 04:50:00,normal,1250.0,0.0,16.11,18.961,1.0
59,2016-07-01 04:55:00,normal,1250.0,0.0,16.11,19.437,1.0
60,2016-07-01 05:00:00,normal,1250.0,0.0,16.29,27.762,1.0
61,2016-07-01 05:05:00,normal,1250.0,0.0,16.29,18.911,1.0
62,2016-07-01 05:10:00,normal,1250.0,0.0,16.29,19.391,1.0
63,2016-07-01 05:15:00,normal,1250.0,0.0,16.55,24.767,1.0
64,2016-07-01 05:20:00,normal,1250.0,0.0,16.55,21.811,1.0
65,2016-07-01 05:25:00,normal,1250.0,0.0,16.55,19.353,1.0
66,2016-07-01 05:30:00,normal,1250.0,0.0,16.81,21.782,1.0
67,2016-07-01 05:35:00,normal,1250.0,0.0,16.81,24.697,1.0
68,2016-07-01 05:40:00,normal,1250.0,0.0,16.81,15.892,1.0
69,2016-07-01 05:45:00,normal,1250.0,0.0,17.13,25.148,1.0
70,2016-07-01 05:50:00,normal,1250.0,0.0,17.13,24.645,1.0
71,2016-07-01 05:55:00,normal,1250.0,0.0,17.13,15.86,1.0
72,2016-07-01 06:00:00,normal,1250.0,0.0,17.85,7.71,1.0
73,2016-07-01 06:05:00,normal,1250.0,0.0,17.85,5.132,1.0
74,2016-07-01 06:10:00,normal,1250.0,0.0,17.85,2.989,1.0
75,2016-07-01 06:15:00,normal,1250.0,0.0,17.98,7.677,1.0
76,2016-07-01 06:20:00,normal,1250.0,0.0,17.98,0.0,1.0
77,2016-07-01 06:25:00,normal,1250.0,0.0,17.98,0.0,1.0
78,2016-07-01 06:30:00,normal,1250.0,0.0,17.95,0.0,1.0
79,2016-07-01 06:35:00,normal,1250.0,0.0,17.95,0.0,1.0
80,2016-07-01 06:40:00,normal,1250.0,0.0,17.95,0.0,1.0
81,2016-07-01 06:45:00,normal,1250.0,0.0,18.23,0.0,1.0
82,2016-07-01 06:50:00,normal,1250.0,0.0,18.23,0.0,1.0
83,2016-07-01 06:55:00,normal,1250.0,0.0,18.23,0.0,1.0
84,2016-07-01 07:00:00,normal,1250.0,0.0,18.94,0.0,1.0
85,2016-07-01 07:05:00,normal,1250.0,0.0,18.94,0.0,1.0
86,2016-07-01 07:10:00,normal,1250.0,0.0,18.94,0.0,1.0
87,2016-07-01 07:15:00,normal,1250.0,0.0,19.33,0.0,1.0
88,2016-07-01 07:20:00,normal,1250.0,0.0,19.33,0.0,1.0
89,2016-07-01 07:25:00,normal,1250.0,0.0,19.33,0.0,1.0
90,2016-07-01 07:30:00,normal,1250.0,0.0,19.7,0.0,1.0
91,2016-07-01 07:35:00,normal,1250.0,0.0,19.7,7.659,1.0
92,2016-07-01 07:40:00,normal,1250.0,0.0,19.7,2.555,1.0
93,2016-07-01 07:45:00,normal,1250.0,0.0,19.54,5.543,1.0
94,2016-07-01 07:50:00,normal,1250.0,0.0,19.54,0.0,1.0
95,2016-07-01 07:55:00,normal,1250.0,0.0,19.54,2.565,1.0
96,2016-07-01 08:00:00,normal,1250.0,0.0,19.37,5.138,1.0
97,2016-07-01 08:05:00,normal,1250.0,0.0,19.37,5.148,1.0
98,2016-07-01 08:10:00,normal,1250.0,0.0,19.37,3.009,1.0
99,2016-07-01 08:15:00,normal,1250.0,0.0,19.78,0.0,1.0
100,2016-07-01 08:20:00,normal,1250.0,0.0,19.78,2.591,1.0
101,2016-07-01 08:25:00,normal,1250.0,0.0,19.78,5.192,1.0
102,2016-07-01 08:30:00,normal,1250.0,0.0,19.86,5.204,1.0
103,2016-07-01 08:35:00,normal,1250.0,0.0,19.86,3.042,1.0
104,2016-07-01 08:40:00,normal,1250.0,0.0,19.86,0.0,1.0
105,2016-07-01 08:45:00,normal,1250.0,0.0,19.9,5.238,1.0
106,2016-07-01 08:50:00,normal,1250.0,0.0,19.9,7.872,1.0
107,2016-07-01 08:55:00,normal,1250.0,0.0,19.9,3.068,1.0
108,2016-07-01 09:00:00,normal,1250.0,0.0,19.86,0.0,1.0
109,2016-07-01 09:05:00,normal,1250.0,0.0,19.86,5.286,1.0
110,2016-07-01 09:10:00,normal,1250.0,0.0,19.86,7.95,1.0
111,2016-07-01 09:15:00,normal,1250.0,0.0,20.21,3.1,1.0
112,2016-07-01 09:20:00,normal,1250.0,0.0,20.21,0.0,1.0
113,2016-07-01 09:25:00,normal,1250.0,0.0,20.21,5.34,1.0
114,2016-07-01 09:30:00,normal,1250.0,0.0,20.8,8.028,1.0
115,2016-07-01 09:35:00,normal,1250.0,0.0,20.8,3.128,1.0
116,2016-07-01 09:40:00,normal,1250.0,0.0,20.8,2.687,1.0
117,2016-07-01 09:45:00,normal,1250.0,0.0,22.39,0.0,1.0
118,2016-07-01 09:50:00,normal,1250.0,0.0,22.39,8.088,1.0
119,2016-07-01 09:55:00,normal,1250.0,0.0,22.39,2.701,1.0
120,2016-07-01 10:00:00,normal,1250.0,0.0,22.93,5.861,1.0
121,2016-07-01 10:05:00,normal,1250.0,0.0,22.93,8.118,1.0
122,2016-07-01 10:10:00,normal,1250.0,0.0,22.93,2.707,1.0
123,2016-07-01 10:15:00,normal,1250.0,0.0,25.92,0.0,1.0
124,2016-07-01 10:20:00,normal,1250.0,0.0,25.92,5.869,1.0
125,2016-07-01 10:25:00,normal,1250.0,0.0,25.92,8.13,1.0
126,2016-07-01 10:30:00,normal,1250.0,0.0,30.36,2.712,1.0
127,2016-07-01 10:35:00,normal,1250.0,0.0,30.36,5.88,1.0
128,2016-07-01 10:40:00,normal,1250.0,0.0,30.36,8.148,1.0
129,2016-07-01 10:45:00,normal,1250.0,0.0,27.24,5.438,1.0
130,2016-07-01 10:50:00,normal,1250.0,0.0,27.24,11.341,1.0
131,2016-07-01 10:55:00,normal,1250.0,0.0,27.24,5.45,1.0
132,2016-07-01 11:00:00,normal,1250.0,0.0,26.56,8.639,1.0
133,2016-07-01 11:05:00,normal,1250.0,0.0,26.56,5.468,1.0
134,2016-07-01 11:10:00,normal,1250.0,0.0,26.56,8.22,1.0
135,2016-07-01 11:15:00,normal,1250.0,0.0,28.54,5.948,1.0
136,2016-07-01 11:20:00,normal,1250.0,0.0,28.54,11.004,1.0
137,2016-07-01 11:25:00,normal,1250.0,0.0,28.54,5.971,1.0
138,2016-07-01 11:30:00,normal,1250.0,0.0,30.02,5.522,1.0
139,2016-07-01 11:35:00,normal,1250.0,0.0,30.02,8.759,1.0
140,2016-07-01 11:40:00,normal,1250.0,0.0,30.02,8.313,1.0
141,2016-07-01 11:45:00,normal,1250.0,0.0,30.88,5.552,1.0
142,2016-07-01 11:50:00,normal,1250.0,0.0,30.88,11.584,1.0
143,2016-07-01 11:55:00,normal,1250.0,0.0,30.88,5.57,1.0
144,2016-07-01 12:00:00,normal,1250.0,0.0,30.75,11.621,1.0
145,2016-07-01 12:05:00,normal,1250.0,0.0,30.75,5.588,1.0
146,2016-07-01 12:10:00,normal,1250.0,0.0,30.75,17.815,1.0
147,2016-07-01 12:15:00,normal,1250.0,0.0,31.11,11.779,1.0
148,2016-07-01 12:20:00,normal,1250.0,0.0,31.11,14.503,1.0
149,2016-07-01 12:25:00,normal,1250.0,0.0,31.11,12.865,1.0
150,2016-07-01 12:30:00,normal,1250.0,0.0,32.84,11.726,1.0
151,2016-07-01 12:35:00,normal,1250.0,0.0,32.84,8.923,1.0
152,2016-07-01 12:40:00,normal,1250.0,0.0,32.84,5.642,1.0
153,2016-07-01 12:45:00,normal,1250.0,0.0,33.01,11.763,1.0
154,2016-07-01 12:50:00,normal,1250.0,0.0,33.01,11.927,1.0
155,2016-07-01 12:55:00,normal,1250.0,0.0,33.01,18.068,1.0
156,2016-07-01 13:00:00,normal,1250.0,0.0,34.13,8.49,1.0
157,2016-07-01 13:05:00,normal,1250.0,0.0,34.13,14.626,1.0
158,2016-07-01 13:10:00,normal,1250.0,0.0,34.13,9.131,1.0
159,2016-07-01 13:15:00,normal,1250.0,0.0,36.63,14.632,1.0
160,2016-07-01 13:20:00,normal,1250.0,0.0,36.63,5.664,1.0
161,2016-07-01 13:25:00,normal,1250.0,0.0,36.63,20.936,1.0
162,2016-07-01 13:30:00,normal,1250.0,0.0,35.8,2.832,1.0
163,2016-07-01 13:35:00,normal,1250.0,0.0,35.8,17.464,1.0
164,2016-07-01 13:40:00,normal,1250.0,0.0,35.8,16.491,1.0
165,2016-07-01 13:45:00,normal,1250.0,0.0,38.22,14.632,1.0
166,2016-07-01 13:50:00,normal,1250.0,0.0,38.22,8.965,1.0
167,2016-07-01 13:55:00,normal,1250.0,0.0,38.22,14.627,1.0
168,2016-07-01 14:00:00,normal,1250.0,0.0,32.89,29.059,1.0
169,2016-07-01 14:05:00,normal,1250.0,0.0,32.89,20.879,1.0
170,2016-07-01 14:10:00,normal,1250.0,0.0,32.89,14.581,1.0
171,2016-07-01 14:15:00,normal,1250.0,0.0,32.69,17.384,1.0
172,2016-07-01 14:20:00,normal,1250.0,0.0,32.69,5.632,1.0
173,2016-07-01 14:25:00,normal,1250.0,0.0,32.69,17.939,1.0
174,2016-07-01 14:30:00,normal,1250.0,0.0,33.17,14.524,1.0
175,2016-07-01 14:35:00,normal,1250.0,0.0,33.17,28.076,1.0
176,2016-07-01 14:40:00,normal,1250.0,0.0,33.17,17.904,1.0
177,2016-07-01 14:45:00,normal,1250.0,0.0,32.9,17.322,1.0
178,2016-07-01 14:50:00,normal,1250.0,0.0,32.9,14.513,1.0
179,2016-07-01 14:55:00,normal,1250.0,0.0,32.9,20.723,1.0
180,2016-07-01 15:00:00,normal,1250.0,0.0,32.33,28.104,1.0
181,2016-07-01 15:05:00,normal,1250.0,0.0,32.33,24.222,1.0
182,2016-07-01 15:10:00,normal,1250.0,0.0,32.33,17.421,1.0
183,2016-07-01 15:15:00,normal,1250.0,0.0,32.76,17.464,1.0
184,2016-07-01 15:20:00,normal,1250.0,0.0,32.76,17.501,1.0
185,2016-07-01 15:25:00,normal,1250.0,0.0,32.76,24.566,1.0
186,2016-07-01 15:30:00,normal,1250.0,0.0,32.26,25.225,1.0
187,2016-07-01 15:35:00,normal,1250.0,0.0,32.26,24.704,1.0
188,2016-07-01 15:40:00,normal,1250.0,0.0,32.26,17.625,1.0
189,2016-07-01 15:45:00,normal,1250.0,0.0,32.9,17.65,1.0
190,2016-07-01 15:50:00,normal,1250.0,0.0,32.9,17.674,1.0
191,2016-07-01 15:55:00,normal,1250.0,0.0,32.9,24.91,1.0
192,2016-07-01 16:00:00,normal,1250.0,0.0,32.75,21.933,1.0
193,2016-07-01 16:05:00,normal,1250.0,0.0,32.75,24.965,1.0
194,2016-07-01 16:10:00,normal,1250.0,0.0,32.75,21.349,1.0
195,2016-07-01 16:15:00,normal,1250.0,0.0,31.91,17.723,1.0
196,2016-07-01 16:20:00,normal,1250.0,0.0,31.91,17.729,1.0
197,2016-07-01 16:25:00,normal,1250.0,0.0,31.91,21.36,1.0
198,2016-07-01 16:30:00,normal,1250.0,0.0,31.74,25.596,1.0
199,2016-07-01 16:35:00,normal,1250.0,0.0,31.74,21.36,1.0
200,2016-07-01 16:40:00,normal,1250.0,0.0,31.74,21.359,1.0
201,2016-07-01 16:45:00,normal,1250.0,0.0,31.16,21.353,1.0
202,2016-07-01 16:50:00,normal,1250.0,0.0,31.16,17.723,1.0
203,2016-07-01 16:55:00,normal,1250.0,0.0,31.16,17.717,1.0
204,2016-07-01 17:00:00,normal,1250.0,0.0,31.2,21.337,1.0
205,2016-07-01 17:05:00,normal,1250.0,0.0,31.2,29.142,1.0
206,2016-07-01 17:10:00,normal,1250.0,0.0,31.2,17.686,1.0
207,2016-07-01 17:15:00,normal,1250.0,0.0,30.51,21.268,1.0
208,2016-07-01 17:20:00,normal,1250.0,0.0,30.51,21.248,1.0
209,2016-07-01 17:25:00,normal,1250.0,0.0,30.51,17.648,1.0
210,2016-07-01 17:30:00,normal,1250.0,0.0,29.85,21.209,1.0
211,2016-07-01 17:35:00,normal,1250.0,0.0,29.85,25.352,1.0
212,2016-07-01 17:40:00,normal,1250.0,0.0,29.85,21.173,1.0
213,2016-07-01 17:45:00,normal,1250.0,0.0,30.02,21.161,1.0
214,2016-07-01 17:50:00,normal,1250.0,0.0,30.02,21.149,1.0
215,2016-07-01 17:55:00,normal,1250.0,0.0,30.02,17.593,1.0
216,2016-07-01 18:00:00,normal,1250.0,0.0,29.65,21.129,1.0
217,2016-07-01 18:05:00,normal,1250.0,0.0,29.65,25.268,1.0
218,2016-07-01 18:10:00,normal,1250.0,0.0,29.65,21.14,1.0
219,2016-07-01 18:15:00,normal,1250.0,0.0,29.42,21.143,1.0
220,2016-07-01 18:20:00,normal,1250.0,0.0,29.42,21.149,1.0
221,2016-07-01 18:25:00,normal,1250.0,0.0,29.42,17.6,1.0
222,2016-07-01 18:30:00,normal,1250.0,0.0,27.91,28.848,1.0
223,2016-07-01 18:35:00,normal,1250.0,0.0,27.91,17.6,1.0
224,2016-07-01 18:40:00,normal,1250.0,0.0,27.91,21.15,1.0
225,2016-07-01 18:45:00,normal,1250.0,0.0,25.73,21.148,1.0
226,2016-07-01 18:50:00,normal,1250.0,0.0,25.73,21.142,1.0
227,2016-07-01 18:55:00,normal,1250.0,0.0,25.73,21.134,1.0
228,2016-07-01 19:00:00,normal,1250.0,0.0,26.3,25.262,1.0
229,2016-07-01 19:05:00,normal,1250.0,0.0,26.3,17.587,1.0
230,2016-07-01 19:10:00,normal,1250.0,0.0,26.3,21.131,1.0
231,2016-07-01 19:15:00,normal,1250.0,0.0,29.77,21.129,1.0
232,2016-07-01 19:20:00,normal,1250.0,0.0,29.77,24.661,1.0
233,2016-07-01 19:25:00,normal,1250.0,0.0,29.77,25.236,1.0
234,2016-07-01 19:30:00,normal,1250.0,0.0,25.16,17.563,1.0
235,2016-07-01 19:35:00,normal,1250.0,0.0,25.16,21.075,1.0
236,2016-07-01 19:40:00,normal,1250.0,0.0,25.16,21.053,1.0
237,2016-07-01 19:45:00,normal,1250.0,0.0,22.64,24.532,1.0
238,2016-07-01 19:50:00,normal,1250.0,0.0,22.64,25.072,1.0
239,2016-07-01 19:55:00,normal,1250.0,0.0,22.64,17.482,1.0
240,2016-07-01 20:00:00,normal,1250.0,0.0,25.29,20.925,1.0
241,2016-07-01 20:05:00,normal,1250.0,0.0,25.29,20.847,1.0
242,2016-07-01 20:10:00,normal,1250.0,0.0,25.29,24.171,1.0
243,2016-07-01 20:15:00,normal,1250.0,0.0,24.53,24.627,1.0
244,2016-07-01 20:20:00,normal,1250.0,0.0,24.53,17.254,1.0
245,2016-07-01 20:25:00,normal,1250.0,0.0,24.53,20.534,1.0
246,2016-07-01 20:30:00,normal,1250.0,0.0,23.83,27.074,1.0
247,2016-07-01 20:35:00,normal,1250.0,0.0,23.83,24.233,1.0
248,2016-07-01 20:40:00,normal,1250.0,0.0,23.83,17.082,1.0
249,2016-07-01 20:45:00,normal,1250.0,0.0,24.82,20.287,1.0
250,2016-07-01 20:50:00,normal,1250.0,0.0,24.82,26.686,1.0
251,2016-07-01 20:55:00,normal,1250.0,0.0,24.82,23.932,1.0
252,2016-07-01 21:00:00,normal,1250.0,0.0,24.8,16.952,1.0
253,2016-07-01 21:05:00,normal,1250.0,0.0,24.8,20.134,1.0
254,2016-07-01 21:10:00,normal,1250.0,0.0,24.8,26.498,1.0
255,2016-07-01 21:15:00,normal,1250.0,0.0,24.21,23.829,1.0
256,2016-07-01 21:20:00,normal,1250.0,0.0,24.21,16.927,1.0
257,2016-07-01 21:25:00,normal,1250.0,0.0,24.21,20.091,1.0
258,2016-07-01 21:30:00,normal,1250.0,0.0,22.48,26.419,1.0
259,2016-07-01 21:35:00,normal,1250.0,0.0,22.48,23.754,1.0
260,2016-07-01 21:40:00,normal,1250.0,0.0,22.48,16.885,1.0
261,2016-07-01 21:45:00,normal,1250.0,0.0,21.64,20.027,1.0
262,2016-07-01 21:50:00,normal,1250.0,0.0,21.64,33.119,1.0
263,2016-07-01 21:55:00,normal,1250.0,0.0,21.64,16.847,1.0
264,2016-07-01 22:00:00,normal,1250.0,0.0,20.59,19.965,1.0
265,2016-07-01 22:05:00,normal,1250.0,0.0,20.59,23.048,1.0
266,2016-07-01 22:10:00,normal,1250.0,0.0,20.59,26.638,1.0
267,2016-07-01 22:15:00,normal,1250.0,0.0,20.41,16.743,1.0
268,2016-07-01 22:20:00,normal,1250.0,0.0,20.41,19.821,1.0
269,2016-07-01 22:25:00,normal,1250.0,0.0,20.41,32.695,1.0
270,2016-07-01 22:30:00,normal,1250.0,0.0,19.56,16.668,1.0
271,2016-07-01 22:35:00,normal,1250.0,0.0,19.56,16.644,1.0
272,2016-07-01 22:40:00,normal,1250.0,0.0,19.56,25.877,1.0
273,2016-07-01 22:45:00,normal,1250.0,0.0,19.51,26.36,1.0
274,2016-07-01 22:50:00,normal,1250.0,0.0,19.51,16.589,1.0
275,2016-07-01 22:55:00,normal,1250.0,0.0,19.51,19.649,1.0
276,2016-07-01 23:00:00,normal,1250.0,0.0,19.47,32.426,1.0
277,2016-07-01 23:05:00,normal,1250.0,0.0,19.47,16.57,1.0
278,2016-07-01 23:10:00,normal,1250.0,0.0,19.47,16.582,1.0
279,2016-07-01 23:15:00,normal,1250.0,0.0,18.82,25.813,1.0
280,2016-07-01 23:20:00,normal,1250.0,0.0,18.82,26.338,1.0
281,2016-07-01 23:25:00,normal,1250.0,0.0,18.82,16.595,1.0
282,2016-07-01 23:30:00,normal,1250.0,0.0,18.53,19.677,1.0
283,2016-07-01 23:35:00,normal,1250.0,0.0,18.53,32.499,1.0
284,2016-07-01 23:40:00,normal,1250.0,0.0,18.53,16.595,1.0
285,2016-07-01 23:45:00,normal,1250.0,0.0,18.27,16.589,1.0
286,2016-07-01 23:50:00,normal,1250.0,0.0,18.27,25.807,1.0
287,2016-07-01 23:55:00,normal,1250.0,0.0,18.27,26.305,1.0
288,2016-07-02 00:00:00,normal,1250.0,0.0,18.03,16.564,1.0
